c,d,ba,bf,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,ba,be,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,d,j,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,d,ba,be,cd,ch,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbh
c,g,ba,be,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbh
c,d,ba,bd,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,j,bf,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,e,j,bf,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
b,d,ba,bd,cd,cf,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
b,d,j,bf,cd,cf,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbd
c,e,ba,be,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,g,bb,bg,ce,ci,de,dh,dj,eb,fd,fe,fj,gd,gh,hg,if,ig,ja,je,jj,baj,bbe
c,e,j,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,j,be,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,ba,bd,cd,cg,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbh
c,f,bb,bg,ce,ci,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,e,ba,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,e,j,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,e,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,e,ba,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,g,j,bd,ce,ci,de,dh,dj,ea,fd,fe,fj,gd,gh,hg,if,ig,ja,je,ji,baj,bbe
c,d,j,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,g,ba,be,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,ba,be,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,bb,bg,ce,ci,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,g,bb,be,cd,ch,de,dh,di,ed,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,e,ba,bf,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,bb,be,cd,ch,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,ba,bd,cd,cg,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbh
c,e,j,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,g,j,be,cd,ch,de,dh,di,ed,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,j,bf,cd,ch,de,dh,di,eb,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,g,ba,bd,cd,ch,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbh
b,d,ba,bd,cd,cf,de,dg,di,ee,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,g,ba,bd,cd,cg,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbe
c,d,j,bd,ce,ci,de,dh,dj,ea,fd,fe,ga,gd,gh,hg,if,ig,ja,je,jj,bah,bbe
b,d,ba,bf,cd,cf,de,dg,di,ee,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,g,bb,bg,ce,ci,de,dg,di,eb,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,d,bb,bg,ce,ci,de,dh,dj,eb,fd,fe,fj,gd,gh,hg,if,ig,ja,je,jj,bah,bbe
c,d,ba,be,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,j,bd,ce,ci,de,dh,dj,ea,fd,fe,fj,gd,gh,hg,if,ig,ja,je,ji,bah,bbe
c,e,j,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,j,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,g,ba,bd,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbe
c,f,bb,bd,ce,ci,de,dg,di,eb,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,d,bb,bd,ce,ci,de,dg,di,eb,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,e,j,bf,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,ba,be,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,d,j,bd,ce,ci,de,dh,dj,eb,fd,fe,fj,gd,gh,hg,if,ig,ja,je,jj,baj,bbe
c,d,j,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,g,ba,bd,cd,ch,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,j,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,e,j,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,ba,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,bb,bd,ce,ci,de,dh,dj,ed,fd,fe,ga,gd,gh,hg,if,ig,ja,je,ji,bah,bbe
c,e,j,be,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,g,ba,be,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,ba,be,cd,cg,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbh
c,e,ba,bf,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,ba,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,d,ba,be,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbe
c,e,ba,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,e,ba,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,d,j,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,d,j,be,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,f,bb,bg,ce,ci,de,dg,di,ec,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bbb,bbd
c,d,bb,bf,cd,cg,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,d,j,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
b,d,ba,bf,cd,cf,de,dg,di,eb,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,d,ba,be,cd,ch,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,f,bb,bg,ce,ci,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,d,ba,be,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbe
c,d,j,be,cd,ch,de,dh,di,ed,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,f,bb,bd,ce,ci,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
b,d,j,bf,cd,cf,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbe
c,d,ba,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
b,g,ba,bd,cd,cf,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbe
c,g,j,bg,ce,ci,de,dh,dj,ea,fd,fe,fj,gd,gh,hg,if,ig,ja,je,jj,baj,bbe
c,d,j,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,d,j,bf,ce,ci,de,dh,dj,eb,fd,fe,fj,ge,gh,hg,if,ig,ja,je,ji,bah,bbe
c,e,j,be,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,g,bb,bg,ce,ci,de,dh,dj,ef,fd,fe,fj,gd,gh,hg,if,ig,ja,je,jj,baj,bbe
c,d,j,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,e,j,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,e,j,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,e,ba,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,j,bf,cd,ch,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,d,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,g,j,bf,cd,cg,de,dh,di,ed,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
b,d,ba,bf,cd,cf,de,dg,di,ee,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,g,bb,bf,cd,ch,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,ba,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
b,d,j,bd,cd,cf,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbe
c,e,j,be,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,ba,bd,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbh
c,e,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,f,bb,bd,ce,ci,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,g,ba,bd,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbh
c,d,ba,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,bb,bg,ce,ci,de,dh,dj,ea,fd,fe,ga,ge,gh,hg,if,ig,ja,je,ji,bah,bbe
c,g,bb,bf,ce,ci,de,dh,dj,ea,fd,fe,fj,ge,gh,hg,if,ig,ja,je,jj,baj,bbe
c,d,ba,be,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,e,j,be,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,e,ba,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,d,ba,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,j,bd,ce,ci,de,dh,dj,ed,fd,fe,ga,gd,gh,hg,if,ig,ja,je,jj,baj,bbe
c,d,ba,bf,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,f,bb,bd,ce,ci,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbd
c,d,j,bf,cd,cg,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,d,ba,bd,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,e,ba,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,ba,bf,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,e,ba,bf,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,e,j,be,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,e,j,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,e,ba,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,bb,bd,ce,ci,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,g,ba,bd,cd,ch,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbe
c,d,ba,bf,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,g,ba,be,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbh
c,e,j,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,e,j,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,d,ba,bd,cd,ch,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbe
c,e,j,bf,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,bb,bg,ce,ci,de,dg,di,ec,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,e,j,be,cd,ch,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,bb,be,cd,ch,de,dh,di,eb,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,baa,bba,bbg
c,e,ba,be,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,g,ba,be,cd,ch,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,e,ba,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,e,ba,bf,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,e,ba,be,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,d,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,e,j,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
b,d,ba,bf,cd,cf,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,f,bb,bd,ce,ci,de,dg,di,ec,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,g,bb,bd,ce,ci,de,dg,di,ec,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbd
c,d,j,be,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,ba,bd,cd,cg,de,dg,dj,ed,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bah,bbh
b,d,ba,bf,cd,cf,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,e,j,bf,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,bb,bg,ce,ci,de,dg,di,ed,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,ji,bba,bbd
c,e,ba,be,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,d,ba,bd,cd,cg,de,dg,dj,ee,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bbb,bbh
c,d,bb,bf,ce,ci,de,dh,dj,ed,fd,fe,fj,ge,gh,hg,if,ig,ja,je,ji,bah,bbe
c,d,j,bf,cd,ch,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,e,j,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,j,be,cd,cg,de,dh,di,ee,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,j,be,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,g,bb,bg,ce,ci,de,dg,di,ec,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,e,j,be,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,j,bf,cd,ch,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbf
c,d,ba,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbf
c,g,j,bf,cd,cg,de,dh,di,eb,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,ba,be,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bah,bbe
c,e,j,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,d,j,bf,cd,cg,de,dg,dj,ec,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,bb,bf,ce,ci,de,dh,dj,ef,fd,fe,ga,gd,gh,hg,if,ig,ja,je,ji,bah,bbe
c,g,ba,bd,cd,ch,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,ji,bbb,bbh
b,d,j,bf,cd,cf,de,dg,di,ea,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbd
c,e,j,bf,cd,cg,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,e,j,bf,cd,cg,de,dg,dj,ea,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbf
c,e,ba,bf,cd,ch,de,dg,dj,eb,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,jj,bai,bbe
c,e,ba,bf,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbe
c,d,j,be,cd,cg,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bah,bbe
c,e,j,bf,cd,ch,de,dg,dj,ee,fc,ff,fj,gd,gh,hg,if,ig,ja,jd,ji,bai,bbf
c,d,bb,be,cd,cg,de,dh,di,eb,fd,fg,fj,gd,gh,hg,if,ig,ja,jd,jj,bba,bbg
c,d,bb,bg,ce,ci,de,dg,di,eb,fc,fe,fj,gd,gh,hg,if,ig,ja,jd,jj,bbb,bbd
c,g,ba,be,cd,cg,de,dg,dj,eb,fc,fh,fj,gf,gh,hg,if,ig,ja,jd,jj,bah,bbe
